Price,Instance,Region
0.8124,r5d.12xlarge,us-west
0.8124,r5.12xlarge,us-west
0.8113,m5d.12xlarge,us-west-2
0.8113,m5ad.12xlarge,us-west-2
0.8113,m5a.12xlarge,us-west-2
0.8113,m5.12xlarge,us-west-2
0.7999,r5d.12xlarge,eu-west-3
0.7999,r5.12xlarge,eu-west-3
0.7957,c5.12xlarge,eu-central-1
0.7918,m5d.12xlarge,eu-west-2
0.7918,m5.12xlarge,eu-west-2
0.7911,r5d.12xlarge,ap-northeast-2
0.7911,r5.12xlarge,ap-northeast-2
0.7908,z1d.6xlarge,eu-west-2
0.78,g2.8xlarge,us-west-2
0.78,g2.8xlarge,us-east
0.7848,m5d.12xlarge,apac-sin
0.7848,m5a.12xlarge,apac-sin
0.7848,m5.12xlarge,apac-sin
0.7824,i3.8xlarge,eu-north-1
0.7773,c5.12xlarge,us-east
0.7755,m5d.12xlarge,us-west
0.7727,c5.12xlarge,us-west-2
0.765,r5d.12xlarge,ap-south-1
0.765,r5.12xlarge,ap-south-1
0.7636,m5d.12xlarge,eu-west-3
0.7636,m5.12xlarge,eu-west-3
0.7632,r5d.12xlarge,ca-central-1
0.7632,r5.12xlarge,ca-central-1
0.7552,m5d.12xlarge,ap-northeast-2
0.7552,m5.12xlarge,ap-northeast-2
0.754,c5.12xlarge,eu-west-2
0.7488,z1d.6xlarge,eu-ireland
0.7488,i3.8xlarge,us-west-2
0.7488,i3.8xlarge,us-east-2
0.7474,c5.12xlarge,apac-sin
0.7342,c5.9xlarge,sa-east-1
0.7332,h1.8xlarge,eu-ireland
0.7302,m5d.12xlarge,ap-south-1
0.7302,m5.12xlarge,ap-south-1
0.7285,m5d.12xlarge,ca-central-1
0.7285,m5.12xlarge,ca-central-1
0.7272,c5.12xlarge,eu-west-3
0.726,g3.8xlarge,eu-ireland
0.7254,x1e.2xlarge,ap-northeast-2
0.7254,x1e.2xlarge,apac-tokyo
0.7254,x1e.2xlarge,apac-syd
0.7254,x1e.2xlarge,apac-sin
0.7213,m5d.metal,us-east-2
0.7207,r5d.12xlarge,eu-north-1
0.7207,r5.12xlarge,eu-north-1
0.7002,x1e.2xlarge,eu-central-1
0.6,x1e.2xlarge,eu-ireland
0.6928,m4.10xlarge,eu-ireland
0.6891,m4.10xlarge,apac-syd
0.688,m5d.12xlarge,eu-north-1
0.688,m5.12xlarge,eu-north-1
0.6877,c5d.18xlarge,us-east-2
0.6864,i3.4xlarge,sa-east-1
0.6853,m5.8xlarge,sa-east-1
0.684,g3.8xlarge,us-west-2
0.684,g3.8xlarge,us-east-2
0.684,g3.8xlarge,us-east
0.6841,c5n.18xlarge,us-east-2
0.6837,r4.8xlarge,sa-east-1
0.6791,r3.8xlarge,eu-ireland
0.6736,m5.metal,us-east-2
0.66,h1.8xlarge,us-west-2
0.66,h1.8xlarge,us-east-2
0.66,h1.8xlarge,us-east
0.6696,z1d.6xlarge,us-west-2
0.6696,z1d.6xlarge,us-east
0.6689,r5.metal,us-east-2
0.6689,r5d.metal,us-east-2
0.6689,r5d.16xlarge,us-east-2
0.6689,r5a.16xlarge,us-east-2
0.6689,r5.16xlarge,us-east-2
0.6653,m4.10xlarge,apac-tokyo
0.6631,m4.10xlarge,eu-central-1
0.6552,c5.12xlarge,eu-north-1
0.6516,g3.4xlarge,us-west
0.6513,r3.8xlarge,sa-east-1
0.6477,m4.10xlarge,us-east
0.6439,m4.10xlarge,us-west-2
0.6396,r4.16xlarge,us-east-2
0.6385,m5d.16xlarge,us-east-2
0.6385,m5a.16xlarge,us-east-2
0.6385,m5.16xlarge,us-east-2
0.636,r5ad.2xlarge,apac-sin
0.6284,m4.10xlarge,eu-west-2
0.625,c5d.9xlarge,us-east
0.6252,r4.8xlarge,us-west-2
0.6229,m4.10xlarge,apac-sin
0.6216,c4.8xlarge,sa-east-1
0.6202,c5d.9xlarge,apac-syd
0.6202,c5.9xlarge,apac-syd
0.6184,c5n.9xlarge,eu-ireland
0.6184,c5d.9xlarge,eu-ireland
0.6184,c5.9xlarge,eu-ireland
0.6155,m4.10xlarge,us-west
0.6105,i2.2xlarge,apac-syd
0.6105,i2.2xlarge,apac-sin
0.6081,m4.16xlarge,us-east-2
0.607,g3.4xlarge,eu-central-1
0.6078,i2.2xlarge,eu-central-1
0.6064,r5d.8xlarge,apac-syd
0.6064,r5a.8xlarge,apac-syd
0.6064,r5.8xlarge,apac-syd
0.6046,r5d.8xlarge,eu-ireland
0.6046,r5a.8xlarge,eu-ireland
0.6046,r5.8xlarge,eu-ireland
0.6003,i2.2xlarge,ap-northeast-2
0.6003,i2.2xlarge,apac-tokyo
0.5,c3.8xlarge,apac-syd
0.5993,m4.10xlarge,ap-northeast-2
0.5988,c5n.9xlarge,apac-tokyo
0.5988,c5d.9xlarge,ap-northeast-3
0.5988,c5d.9xlarge,apac-tokyo
0.5988,c5.9xlarge,ap-northeast-3
0.5988,c5.9xlarge,apac-tokyo
0.5983,c5.9xlarge,us-east
0.5968,c5n.9xlarge,eu-central-1
0.5968,c5d.9xlarge,eu-central-1
0.5968,c5.9xlarge,eu-central-1
0.5951,m4.10xlarge,ap-south-1
0.5938,r4.8xlarge,eu-ireland
0.592,c3.8xlarge,sa-east-1
0.5855,r5d.8xlarge,ap-northeast-3
0.5855,r5d.8xlarge,apac-tokyo
0.5855,r5a.8xlarge,apac-tokyo
0.5855,r5.8xlarge,ap-northeast-3
0.5855,r5.8xlarge,apac-tokyo
0.583,c5n.9xlarge,us-east
0.5835,r5d.8xlarge,eu-central-1
0.5835,r5a.8xlarge,eu-central-1
0.5835,r5.8xlarge,eu-central-1
0.5832,c5.9xlarge,ap-east-1
0.5812,r3.8xlarge,apac-sin
0.5812,c5d.9xlarge,ap-east-1
0.5811,c5d.9xlarge,us-west-2
0.57,r5d.8xlarge,us-east
0.57,r5a.8xlarge,us-east
0.57,r5.8xlarge,us-east
0.5799,i2.2xlarge,ap-south-1
0.5795,c5n.9xlarge,us-west-2
0.5795,c5.9xlarge,us-west-2
0.5788,m5d.8xlarge,apac-syd
0.5788,m5a.8xlarge,apac-syd
0.5788,m5.8xlarge,apac-syd
0.5783,r4.8xlarge,us-east
0.5782,m4.10xlarge,ca-central-1
0.5776,r4.8xlarge,apac-syd
0.5771,m5d.8xlarge,eu-ireland
0.5771,m5a.8xlarge,eu-ireland
0.5771,m5.8xlarge,eu-ireland
0.5742,d2.2xlarge,ap-east-1
0.5702,r5d.8xlarge,ap-east-1
0.5666,r5d.8xlarge,us-west-2
0.5666,r5a.8xlarge,us-west-2
0.5666,r5.8xlarge,us-west-2
0.5655,c5d.9xlarge,eu-west-2
0.5655,c5.9xlarge,eu-west-2
0.5637,c5d.9xlarge,us-west
0.5628,i2.2xlarge,us-west
0.5628,i2.2xlarge,eu-ireland
0.5606,r3.8xlarge,apac-tokyo
0.5606,c5d.9xlarge,apac-sin
0.5606,c5.9xlarge,apac-sin
0.55,r3.8xlarge,apac-syd
0.5589,m5d.8xlarge,ap-northeast-3
0.5589,m5d.8xlarge,apac-tokyo
0.5589,m5a.8xlarge,apac-tokyo
0.5589,m5.8xlarge,ap-northeast-3
0.5589,m5.8xlarge,apac-tokyo
0.557,m5d.8xlarge,eu-central-1
0.557,m5a.8xlarge,eu-central-1
0.557,m5.8xlarge,eu-central-1
0.5576,r4.8xlarge,ap-northeast-3
0.5576,r4.8xlarge,apac-tokyo
0.5557,r4.8xlarge,eu-central-1
0.553,r5d.8xlarge,eu-west-2
0.553,r5.8xlarge,eu-west-2
0.5539,c5.9xlarge,us-west
0.5481,r5d.8xlarge,apac-sin
0.5481,r5a.8xlarge,apac-sin
0.5481,r5.8xlarge,apac-sin
0.5454,c5d.9xlarge,eu-west-3
0.5454,c5.9xlarge,eu-west-3
0.5445,f1.2xlarge,eu-ireland
0.5443,m5d.8xlarge,ap-east-1
0.5443,m5.8xlarge,ap-east-1
0.5441,m5d.8xlarge,us-east
0.5441,m5a.8xlarge,us-east
0.5441,m5.8xlarge,us-east
0.5416,r5d.8xlarge,us-west
0.5416,r5.8xlarge,us-west
0.5409,m5d.8xlarge,us-west-2
0.5409,m5a.8xlarge,us-west-2
0.5409,m5.8xlarge,us-west-2
0.5394,c5d.9xlarge,ap-northeast-2
0.5394,c5.9xlarge,ap-northeast-2
0.5333,r5d.8xlarge,eu-west-3
0.5333,r5.8xlarge,eu-west-3
0.5311,r3.8xlarge,ap-northeast-3
0.5294,r3.8xlarge,eu-central-1
0.5278,m5d.8xlarge,eu-west-2
0.5278,m5.8xlarge,eu-west-2
0.5276,g3.4xlarge,apac-syd
0.5274,r5d.8xlarge,ap-northeast-2
0.5274,r5.8xlarge,ap-northeast-2
0.5266,r4.8xlarge,eu-west-2
0.525,c4.8xlarge,apac-syd
0.524,r5ad.2xlarge,us-east-2
0.5235,c4.8xlarge,eu-ireland
0.5232,m5a.8xlarge,apac-sin
0.5232,m5.8xlarge,apac-sin
0.5231,r3.8xlarge,us-east
0.522,r4.8xlarge,apac-sin
0.522,d2.2xlarge,apac-syd
0.522,d2.2xlarge,apac-sin
0.5216,c5d.9xlarge,ap-south-1
0.5216,c5.9xlarge,ap-south-1
0.5204,c5d.9xlarge,ca-central-1
0.5204,c5.9xlarge,ca-central-1
0.51,r5d.8xlarge,ap-south-1
0.51,r5.8xlarge,ap-south-1
0.5197,r3.8xlarge,us-west-2
0.517,m5d.8xlarge,us-west
0.517,m5.8xlarge,us-west
0.5178,p2.xlarge,ap-south-1
0.5158,r4.8xlarge,us-west
0.5154,p2.xlarge,apac-sin
0.5115,i2.2xlarge,us-west-2
0.5115,i2.2xlarge,us-east-2
0.5115,i2.2xlarge,us-east
0.509,m5d.8xlarge,eu-west-3
0.509,m5.8xlarge,eu-west-3
0.5089,r5.12xlarge,us-east-2
0.5088,r5d.8xlarge,ca-central-1
0.5088,r5.8xlarge,ca-central-1
0.5079,r4.8xlarge,eu-west-3
0.5078,m5.12xlarge,us-east-2
0.5069,c4.8xlarge,ap-northeast-3
0.5069,c4.8xlarge,apac-tokyo
0.5064,d2.2xlarge,ap-northeast-3
0.5064,d2.2xlarge,ap-northeast-2
0.5064,d2.2xlarge,apac-tokyo
0.5052,c4.8xlarge,eu-central-1
0.5047,c4.8xlarge,us-east
0.5037,c4.8xlarge,us-west-2
0.5034,m5d.8xlarge,ap-northeast-2
0.5034,m5.8xlarge,ap-northeast-2
0.5023,r4.8xlarge,ap-northeast-2
0.501,g3.4xlarge,apac-sin
0.5019,r5d.12xlarge,us-east-2
0.5017,r5ad.12xlarge,us-east-2
0.5017,r5a.12xlarge,us-east-2
0.5004,x1e.2xlarge,us-west-2
0.5004,x1e.2xlarge,us-east-2
0.5004,x1e.2xlarge,us-east
0.4986,c3.8xlarge,eu-ireland
0.495,f1.2xlarge,us-west-2
0.495,f1.2xlarge,us-east
0.4959,d2.2xlarge,ap-south-1
0.4944,i3.4xlarge,ap-east-1
0.4942,r3.8xlarge,us-west
0.4914,c5d.9xlarge,eu-north-1
0.4914,c5.9xlarge,eu-north-1
0.486,i3en.3xlarge,eu-central-1
0.4868,m5d.8xlarge,ap-south-1
0.4868,m5.8xlarge,ap-south-1
0.4857,r4.8xlarge,ap-south-1
0.4857,m5d.8xlarge,ca-central-1
0.4857,m5.8xlarge,ca-central-1
0.4846,r4.8xlarge,ca-central-1
0.4828,c3.8xlarge,apac-tokyo
0.4812,c3.8xlarge,eu-central-1
0.47,c3.8xlarge,us-east
0.4789,m5d.12xlarge,us-east-2
0.4789,m5ad.12xlarge,us-east-2
0.4789,m5a.12xlarge,us-east-2
0.4788,i3en.3xlarge,apac-tokyo
0.4788,c4.8xlarge,eu-west-2
0.4784,r3.8xlarge,ap-northeast-2
0.4764,d2.2xlarge,eu-central-1
0.474,g3.4xlarge,apac-tokyo
0.4746,c4.8xlarge,apac-sin
0.4689,d2.2xlarge,us-west
0.4689,c4.8xlarge,us-west
0.4672,c3.8xlarge,us-west-2
0.4657,r3.8xlarge,ap-south-1
0.4632,d2.2xlarge,eu-west-3
0.4632,d2.2xlarge,eu-west-2
0.4626,p2.xlarge,apac-tokyo
0.4626,p2.xlarge,apac-syd
0.45,i3en.3xlarge,eu-ireland
0.4586,m5d.8xlarge,eu-north-1
0.4566,c4.8xlarge,ap-northeast-2
0.4554,d2.2xlarge,ca-central-1
0.452,c3.8xlarge,apac-sin
0.4488,i3.4xlarge,apac-syd
0.4488,i3.4xlarge,apac-sin
0.4466,c3.8xlarge,us-west
0.4464,i3.4xlarge,eu-central-1
0.4422,i3.4xlarge,us-west
0.441,d2.2xlarge,eu-ireland
0.4415,c4.8xlarge,ap-south-1
0.4405,c4.8xlarge,ca-central-1
0.4395,p2.xlarge,ap-northeast-2
0.4392,i3.4xlarge,ap-northeast-3
0.4392,i3.4xlarge,ap-northeast-2
0.4392,i3.4xlarge,apac-tokyo
0.4391,i3.4xlarge,eu-ireland
0.4344,i3.4xlarge,eu-west-3
0.4344,i3.4xlarge,eu-west-2
0.4287,g3.4xlarge,eu-west-2
0.426,g3.4xlarge,ap-northeast-2
0.4248,i3.4xlarge,ap-south-1
0.4248,g3.4xlarge,ca-central-1
0.4201,g3s.xlarge,apac-syd
0.4188,d2.2xlarge,eu-north-1
0.416,t3.2xlarge,ap-northeast-2
0.414,d2.2xlarge,us-west-2
0.414,d2.2xlarge,us-east-2
0.414,d2.2xlarge,us-east
0.4128,i3.4xlarge,ca-central-1
0.4117,g3.4xlarge,us-east
0.4104,i3.4xlarge,us-east
0.4096,z1d.xlarge,us-west
0.4086,z1d.3xlarge,apac-tokyo
0.4068,z1d.3xlarge,apac-syd
0.4068,z1d.3xlarge,apac-sin
0.4068,i3en.3xlarge,us-west-2
0.4068,i3en.3xlarge,us-east-2
0.4068,i3en.3xlarge,us-east
0.405,z1d.3xlarge,eu-central-1
0.4025,g3.4xlarge,us-west-2
0.3,x1e.xlarge,eu-ireland
0.3,i3en.2xlarge,eu-ireland
0.3,g2.2xlarge,apac-sin
0.3978,p2.xlarge,eu-central-1
0.3973,g3.4xlarge,eu-ireland
0.3954,z1d.3xlarge,eu-west-2
0.3912,i3.4xlarge,eu-north-1
0.3848,m4.10xlarge,us-east-2
0.3798,z1d.3xlarge,us-west
0.3776,t3.2xlarge,eu-west-3
0.3768,r5.4xlarge,us-east
0.3744,z1d.3xlarge,eu-ireland
0.3744,i3.4xlarge,us-west-2
0.3744,i3.4xlarge,us-east-2
0.3666,h1.4xlarge,eu-ireland
0.3627,x1e.xlarge,apac-tokyo
0.3627,x1e.xlarge,apac-syd
0.3627,x1e.xlarge,apac-sin
0.3601,c5d.9xlarge,us-east-2
0.3501,x1e.xlarge,eu-central-1
0.348,c5.9xlarge,us-east-2
0.3449,r3.4xlarge,eu-ireland
0.3446,r4.4xlarge,us-west-2
0.3443,r3.4xlarge,us-west-2
0.3432,i3.2xlarge,sa-east-1
0.342,g3.4xlarge,us-east-2
0.3426,m5.4xlarge,sa-east-1
0.3421,c5n.9xlarge,us-east-2
0.3419,r4.4xlarge,sa-east-1
0.3413,m5d.4xlarge,us-west
0.33,h1.4xlarge,us-west-2
0.33,h1.4xlarge,us-east-2
0.33,h1.4xlarge,us-east
0.3348,z1d.3xlarge,us-west-2
0.3348,z1d.3xlarge,us-east
0.3346,g3s.xlarge,apac-tokyo
0.3345,r5d.8xlarge,us-east-2
0.3345,r5a.8xlarge,us-east-2
0.3345,r5.8xlarge,us-east-2
0.3309,m4.4xlarge,us-west-2
0.3293,r4.4xlarge,eu-ireland
0.3263,m4.4xlarge,sa-east-1
0.3263,c5.4xlarge,sa-east-1
0.3257,r3.4xlarge,sa-east-1
0.324,i3en.2xlarge,eu-central-1
0.3193,m5d.8xlarge,us-east-2
0.3193,m5a.8xlarge,us-east-2
0.3193,m5.8xlarge,us-east-2
0.3192,i3en.2xlarge,apac-tokyo
0.318,r5ad.xlarge,apac-sin
0.3185,r4.8xlarge,us-east-2
0.3108,c4.4xlarge,sa-east-1
0.3098,p2.xlarge,us-east
0.3086,m4.4xlarge,us-east
0.3078,r5a.4xlarge,us-east
0.3054,i2.xlarge,apac-syd
0.3054,i2.xlarge,apac-sin
0.3043,r4.4xlarge,us-east
0.303,r5.4xlarge,eu-ireland
0.3039,i2.xlarge,eu-central-1
0.3034,r3.8xlarge,us-east-2
0.3032,r5d.4xlarge,apac-syd
0.3032,r5a.4xlarge,apac-syd
0.3032,r5.4xlarge,apac-syd
0.3025,g3s.xlarge,us-east
0.3023,r5d.4xlarge,eu-ireland
0.3023,r5a.4xlarge,eu-ireland
0.3003,i2.xlarge,ap-northeast-2
0.3003,i2.xlarge,apac-tokyo
0.29,c5d.4xlarge,us-west-2
0.299,g3s.xlarge,us-west-2
0.2994,r5.4xlarge,ap-east-1
0.2983,m4.4xlarge,eu-ireland
0.2979,m5.4xlarge,us-east
0.2971,c5d.4xlarge,us-west
0.296,c3.4xlarge,sa-east-1
0.2968,m5.4xlarge,ap-east-1
0.2962,m5d.4xlarge,ap-east-1
0.2955,m5.4xlarge,eu-ireland
0.2954,c5n.4xlarge,us-west-2
0.2944,c4.4xlarge,us-west-2
0.2927,r5d.4xlarge,ap-northeast-3
0.2927,r5d.4xlarge,apac-tokyo
0.2927,r5a.4xlarge,apac-tokyo
0.2927,r5.4xlarge,ap-northeast-3
0.2927,r5.4xlarge,apac-tokyo
0.2918,r5d.4xlarge,eu-central-1
0.2918,r5a.4xlarge,eu-central-1
0.2918,r5.4xlarge,eu-central-1
0.2917,c4.8xlarge,us-east-2
0.2916,p2.xlarge,eu-ireland
0.2903,r5.4xlarge,us-west-2
0.2901,i2.xlarge,ap-south-1
0.289,m5d.4xlarge,eu-ireland
0.2896,g2.2xlarge,apac-syd
0.2894,m5d.4xlarge,apac-syd
0.2894,m5a.4xlarge,apac-syd
0.2894,m5.4xlarge,apac-syd
0.2888,r4.4xlarge,apac-syd
0.2886,m5a.4xlarge,eu-ireland
0.2871,d2.xlarge,ap-east-1
0.286,r5d.4xlarge,us-west-2
0.286,g3s.xlarge,eu-west-2
0.2864,r3.4xlarge,apac-tokyo
0.285,r5d.4xlarge,us-east
0.285,r5ad.4xlarge,us-east
0.2834,r3.4xlarge,apac-sin
0.2833,r5a.4xlarge,us-west-2
0.2827,r4.4xlarge,eu-central-1
0.2814,i2.xlarge,us-west
0.2814,i2.xlarge,eu-ireland
0.2814,g3s.xlarge,eu-central-1
0.2802,g3s.xlarge,ap-northeast-2
0.27,z1d.2xlarge,eu-central-1
0.27,p2.xlarge,us-west-2
0.27,p2.xlarge,us-east-2
0.2794,m5d.4xlarge,ap-northeast-3
0.2794,m5d.4xlarge,apac-tokyo
0.2794,m5a.4xlarge,apac-tokyo
0.2794,m5.4xlarge,ap-northeast-3
0.2794,m5.4xlarge,apac-tokyo
0.2788,r4.4xlarge,ap-northeast-3
0.2788,r4.4xlarge,apac-tokyo
0.2785,m5d.4xlarge,eu-central-1
0.2785,m5a.4xlarge,eu-central-1
0.2785,m5.4xlarge,eu-central-1
0.2777,i3.2xlarge,us-west
0.2772,g2.2xlarge,apac-tokyo
0.2766,r5d.4xlarge,ap-east-1
0.2765,r5d.4xlarge,eu-west-2
0.2765,r5.4xlarge,eu-west-2
0.275,r3.4xlarge,apac-syd
0.2756,m4.4xlarge,apac-syd
0.2756,c5d.4xlarge,apac-syd
0.2756,c5.4xlarge,apac-syd
0.2752,c5n.4xlarge,eu-ireland
0.2748,c5d.4xlarge,eu-ireland
0.2748,c5.4xlarge,eu-ireland
0.2741,r5d.4xlarge,apac-sin
0.2741,r5a.4xlarge,apac-sin
0.2741,r5.4xlarge,apac-sin
0.2724,z1d.2xlarge,apac-tokyo
0.2721,m5d.4xlarge,us-east
0.2721,m5ad.4xlarge,us-east
0.2721,m5a.4xlarge,us-east
0.2712,z1d.2xlarge,apac-syd
0.2712,z1d.2xlarge,apac-sin
0.2712,i3en.2xlarge,us-west-2
0.2712,i3en.2xlarge,us-east-2
0.2712,i3en.2xlarge,us-east
0.2708,r5d.4xlarge,us-west
0.2708,r5.4xlarge,us-west
0.2704,m5d.4xlarge,us-west-2
0.2704,m5ad.4xlarge,us-west-2
0.2704,m5a.4xlarge,us-west-2
0.2704,m5.4xlarge,us-west-2
0.2666,r5d.4xlarge,eu-west-3
0.2666,r5.4xlarge,eu-west-3
0.2665,r4.4xlarge,ap-south-1
0.2664,r3.4xlarge,us-east
0.2663,c4.4xlarge,eu-ireland
0.2661,m4.4xlarge,ap-northeast-3
0.2661,m4.4xlarge,apac-tokyo
0.2661,c5n.4xlarge,apac-tokyo
0.2661,c5d.4xlarge,ap-northeast-3
0.2661,c5d.4xlarge,apac-tokyo
0.2661,c5.4xlarge,ap-northeast-3
0.2661,c5.4xlarge,apac-tokyo
0.2653,r4.4xlarge,apac-sin
0.2652,m4.4xlarge,eu-central-1
0.2652,c5n.4xlarge,eu-central-1
0.2652,c5d.4xlarge,eu-central-1
0.2652,c5.4xlarge,eu-central-1
0.2646,r3.4xlarge,eu-central-1
0.2639,m5d.4xlarge,eu-west-2
0.2639,m5.4xlarge,eu-west-2
0.2638,m5.4xlarge,apac-sin
0.2637,z1d.2xlarge,eu-west-2
0.2637,r5d.4xlarge,ap-northeast-2
0.2637,r5.4xlarge,ap-northeast-2
0.2633,r4.4xlarge,eu-west-2
0.262,r5ad.xlarge,us-west-2
0.262,r5ad.xlarge,us-east-2
0.2625,c4.4xlarge,apac-syd
0.261,d2.xlarge,apac-syd
0.261,d2.xlarge,apac-sin
0.2619,m5.4xlarge,us-west
0.2616,m5d.4xlarge,apac-sin
0.2616,m5ad.4xlarge,apac-sin
0.2616,m5a.4xlarge,apac-sin
0.25,c3.4xlarge,apac-syd
0.2592,c5.4xlarge,ap-east-1
0.2591,c5n.4xlarge,us-east
0.2591,c5d.4xlarge,us-east
0.2591,c5.4xlarge,us-east
0.2583,m4.4xlarge,ap-south-1
0.2583,c5d.4xlarge,ap-east-1
0.2581,r3.4xlarge,us-west
0.2579,r4.4xlarge,us-west
0.2576,c5.4xlarge,us-west-2
0.256,c3.xlarge,ap-northeast-3
0.255,r5d.4xlarge,ap-south-1
0.255,r5.4xlarge,ap-south-1
0.2559,r3.4xlarge,ap-south-1
0.2559,i2.xlarge,us-west-2
0.2559,i2.xlarge,us-east-2
0.2559,i2.xlarge,us-east
0.2545,m5d.4xlarge,eu-west-3
0.2545,m5.4xlarge,eu-west-3
0.2544,r5d.4xlarge,ca-central-1
0.2544,r5.4xlarge,ca-central-1
0.2539,r4.4xlarge,eu-west-3
0.2535,c4.4xlarge,ap-northeast-3
0.2535,c4.4xlarge,apac-tokyo
0.2532,z1d.2xlarge,us-west
0.2532,d2.xlarge,ap-northeast-3
0.2532,d2.xlarge,ap-northeast-2
0.2532,d2.xlarge,apac-tokyo
0.2526,c4.4xlarge,eu-central-1
0.2517,m5d.4xlarge,ap-northeast-2
0.2517,m5.4xlarge,ap-northeast-2
0.2517,c4.4xlarge,us-east
0.2513,m4.4xlarge,eu-west-2
0.2513,c5d.4xlarge,eu-west-2
0.2513,c5.4xlarge,eu-west-2
0.2511,r4.4xlarge,ap-northeast-2
0.2502,x1e.xlarge,us-west-2
0.2502,x1e.xlarge,us-east-2
0.2502,x1e.xlarge,us-east
0.2496,z1d.2xlarge,eu-ireland
0.2493,c3.4xlarge,eu-ireland
0.2491,m4.4xlarge,apac-sin
0.2491,c5d.4xlarge,apac-sin
0.2491,c5.4xlarge,apac-sin
0.2481,d2.xlarge,ap-south-1
0.2472,i3.2xlarge,ap-east-1
0.2462,m4.4xlarge,us-west
0.2462,c5.4xlarge,us-west
0.2442,g3s.xlarge,us-east-2
0.2434,m5d.4xlarge,ap-south-1
0.2434,m5.4xlarge,ap-south-1
0.2428,m5d.4xlarge,ca-central-1
0.2428,m5.4xlarge,ca-central-1
0.2424,c5d.4xlarge,eu-west-3
0.2424,c5.4xlarge,eu-west-3
0.2423,r4.4xlarge,ca-central-1
0.2414,c3.4xlarge,apac-tokyo
0.2406,c3.4xlarge,eu-central-1
0.2402,r5d.4xlarge,eu-north-1
0.2402,r5.4xlarge,eu-north-1
0.2397,m4.4xlarge,ap-northeast-2
0.2397,c5d.4xlarge,ap-northeast-2
0.2397,c5.4xlarge,ap-northeast-2
0.2394,c4.4xlarge,eu-west-2
0.2392,r3.4xlarge,ap-northeast-2
0.2388,g3s.xlarge,eu-ireland
0.2382,d2.xlarge,eu-central-1
0.2373,c4.4xlarge,apac-sin
0.235,c3.4xlarge,us-east
0.2345,c4.4xlarge,us-west
0.2343,d2.xlarge,us-west
0.2336,c3.4xlarge,us-west-2
0.2331,i3.2xlarge,eu-central-1
0.2318,c5d.4xlarge,ap-south-1
0.2318,c5.4xlarge,ap-south-1
0.2316,g2.2xlarge,eu-central-1
0.2316,d2.xlarge,eu-west-3
0.2316,d2.xlarge,eu-west-2
0.2313,m4.4xlarge,ca-central-1
0.2313,c5d.4xlarge,ca-central-1
0.2313,c5.4xlarge,ca-central-1
0.2309,i3.2xlarge,ap-northeast-3
0.2293,m5d.4xlarge,eu-north-1
0.2293,m5.4xlarge,eu-north-1
0.2283,c4.4xlarge,ap-northeast-2
0.2277,d2.xlarge,ca-central-1
0.226,c3.4xlarge,apac-sin
0.2244,i3.2xlarge,apac-syd
0.2244,i3.2xlarge,apac-sin
0.2233,c3.4xlarge,us-west
0.2232,z1d.2xlarge,us-west-2
0.2232,z1d.2xlarge,us-east
0.2208,c4.4xlarge,ap-south-1
0.2205,d2.xlarge,eu-ireland
0.2203,c4.4xlarge,ca-central-1
0.2196,i3.2xlarge,ap-northeast-2
0.2196,i3.2xlarge,apac-tokyo
0.2184,c5d.4xlarge,eu-north-1
0.2184,c5.4xlarge,eu-north-1
0.2172,i3.2xlarge,eu-west-3
0.2172,i3.2xlarge,eu-west-2
0.2124,i3.2xlarge,ap-south-1
0.2112,i3.2xlarge,us-east-2
0.2106,g2.2xlarge,us-west
0.2106,g2.2xlarge,eu-ireland
0.2094,d2.xlarge,eu-north-1
0.208,t3.xlarge,ap-northeast-2
0.207,d2.xlarge,us-west-2
0.207,d2.xlarge,us-east-2
0.207,d2.xlarge,us-east
0.206,m5ad.xlarge,us-west-2
0.2064,i3.2xlarge,eu-ireland
0.2064,i3.2xlarge,ca-central-1
0.2061,z1d.large,us-west
0.2049,i3.2xlarge,us-east
0.19,r4.2xlarge,eu-ireland
0.195,g2.2xlarge,us-west-2
0.195,g2.2xlarge,us-east
0.1956,i3.2xlarge,eu-north-1
0.1888,t3.xlarge,eu-west-3
0.1872,i3.2xlarge,us-west-2
0.1833,h1.2xlarge,eu-ireland
0.1786,t2.2xlarge,sa-east-1
0.1718,r3.2xlarge,eu-ireland
0.1716,i3.xlarge,sa-east-1
0.1713,m5.2xlarge,sa-east-1
0.1709,r4.2xlarge,sa-east-1
0.1698,r4.4xlarge,us-east-2
0.1673,r5.4xlarge,us-east-2
0.1672,r5d.4xlarge,us-east-2
0.1672,r5ad.4xlarge,us-east-2
0.1672,r5a.4xlarge,us-east-2
0.1664,m5.4xlarge,us-east-2
0.165,h1.2xlarge,us-west-2
0.165,h1.2xlarge,us-east-2
0.165,h1.2xlarge,us-east
0.1644,m4.4xlarge,us-east-2
0.163,m5d.4xlarge,us-east-2
0.1632,m4.2xlarge,sa-east-1
0.1632,c5.2xlarge,sa-east-1
0.162,i3en.xlarge,eu-central-1
0.1628,r3.2xlarge,sa-east-1
0.1616,c4.2xlarge,us-west-2
0.1609,r3.2xlarge,eu-central-1
0.1607,t3.2xlarge,sa-east-1
0.1607,r5.2xlarge,us-east
0.15,i3en.xlarge,eu-ireland
0.1596,m5ad.4xlarge,us-east-2
0.1596,m5a.4xlarge,us-east-2
0.1596,i3en.xlarge,apac-tokyo
